"Model","Scenario","Region","Variable","Unit","2020","2021","2022","2023","2024","2025","2030","2035","2040","2045","2050"
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_600_DR1p","World","Primary Energy|Oil","EJ/yr",183.5203494048187,"","","","",157.2760257368435,128.3984793804991,102.3473029919882,79.08598894923264,59.1650595883951,42.59633747246106
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_600_DR1p","World","Primary Energy","EJ/yr",580.8784065539935,"","","","",495.6513404506227,461.7562890592318,455.9095783642487,463.3519345365518,479.9986090446234,505.6171287890145
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_600_DR1p","World","Primary Energy|Coal","EJ/yr",158.2128209671172,"","","","",70.9594449674658,34.07452723652405,22.20103992180665,14.32420465290947,10.13044240227764,8.852366604177632
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_600_DR1p","World","Primary Energy|Non-Biomass Renewables","EJ/yr",32.92175980261233,"","","","",77.0479416167775,128.3349138613057,165.0643169160181,193.5052989312999,220.2549847345635,244.4925973322722
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_600_DR1p","World","Primary Energy|Biomass","EJ/yr",60.4025694,"","","","",61.92982772214692,63.44745911506648,64.5936456995385,65.97379007431036,69.16212292133802,70.89198361758785
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_600_DR1p","World","Secondary Energy","EJ/yr",89.81624441860147,"","","","",78.65928446844893,64.87712117948291,54.91959899479012,46.13608255629617,41.40404615855367,36.46159721158331
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_600_DR1p","World","Primary Energy|Biomass|Electricity","EJ/yr",3.121517655981119,"","","","",2.512542820246437,2.441924999749597,2.485091468944828,2.812579766718767,3.459846031406027,3.209684075766917
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_600_DR1p","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",56811.3261569073,"","","","",39795.20790272818,27792.28823740741,21921.04582081722,17601.72040745954,13957.28864929736,11110.56366062083
"AIM/Hub-Global 2.0","1.5C","World","Emissions|CO2","Mt CO2/yr",41205.9345,"","","","",32038.0438,23736.8547,14622.1109,7044.492900000001,3660.5812,1717.8597
"AIM/Hub-Global 2.0","1.5C","World","Emissions|CH4","Mt CH4/yr",412.3598999999999,"","","","",260.7474999999999,226.6407,192.442,168.691,159.2591,156.4469
"AIM/Hub-Global 2.0","1.5C","World","Secondary Energy|Electricity|Gas","EJ/yr",21.0528,"","","","",21.4763,20.0578,20.2981,22.2319,28.0088,27.3106
"AIM/Hub-Global 2.0","1.5C","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",20.94,"","","","",36.7861,64.5225,98.72529999999998,128.8011,133.3521,133.172
"AIM/Hub-Global 2.0","1.5C","World","Primary Energy|Gas","EJ/yr",138.7125,"","","","",141.9919,131.3801,110.0795,96.2766,108.9977,110.5623
"AIM/Hub-Global 2.0","1.5C","World","Secondary Energy|Electricity|Biomass","EJ/yr",2.8409,"","","","",3.1154,3.458200000000001,4.1284,8.1335,13.5286,18.9453
"AIM/Hub-Global 2.0","1.5C","World","Secondary Energy|Electricity","EJ/yr",94.4096,"","","","",102.7834,121.1831,153.6343,190.6728,214.6504,221.2004
"AIM/Hub-Global 2.0","1.5C","World","Secondary Energy|Electricity|Coal","EJ/yr",36.1406,"","","","",25.64559999999999,16.1341,11.5304,10.7571,17.0189,17.4788
"AIM/Hub-Global 2.0","1.5C","World","Primary Energy|Oil","EJ/yr",197.0663,"","","","",194.4131,175.9664,136.9504,103.1881,93.9476,96.3811
"AIM/Hub-Global 2.0","1.5C","World","Primary Energy","EJ/yr",593.5484,"","","","",544.6254,510.9342,480.9436000000001,492.8303,548.0448,571.6409
"AIM/Hub-Global 2.0","1.5C","World","Primary Energy|Coal","EJ/yr",176.0094999999999,"","","","",106.832,69.2772,50.00770000000001,45.8433,70.83369999999998,72.38340000000001
"AIM/Hub-Global 2.0","1.5C","World","Primary Energy|Non-Biomass Renewables","EJ/yr",20.9424,"","","","",36.511,63.4188,96.2059,124.6114,128.8053,128.9246
"AIM/Hub-Global 2.0","1.5C","World","Primary Energy|Biomass","EJ/yr",50.999,"","","","",52.91449999999998,57.45650000000001,72.25880000000001,105.7262,126.7573,143.2549
"AIM/Hub-Global 2.0","1.5C","World","Secondary Energy","EJ/yr",462.4788,"","","","",437.1999,422.7933999999999,399.5917,397.2276,415.2227,430.3694
"AIM/Hub-Global 2.0","1.5C","World","Primary Energy|Biomass|Electricity","EJ/yr",6.3133,"","","","",6.923299999999999,7.684699999999999,9.174299999999995,18.0741,30.0643,42.1013
"AIM/Hub-Global 2.0","1.5C","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",56048.1124,"","","","",41347.07119999998,31582.94390000001,21427.3645,13173.6091,9679.8797,7877.3666
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_cost100","World","Emissions|CO2","Mt CO2/yr",41037.4083369573,"","","","","",15744.3794578336,"",6340.09325041671,"",-523.135945443492
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_cost100","World","Emissions|CH4","Mt CH4/yr",331.487823894069,"","","","","",224.578005379769,"",197.014040901031,"",168.018663840494
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_cost100","World","Secondary Energy|Electricity|Gas","EJ/yr",24.646236827868,"","","","","",33.3210308175357,"",38.61375393250839,"",30.0801261089435
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_cost100","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",23.7398228125845,"","","","","",59.7561714656291,"",97.3085377275128,"",134.941950730814
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_cost100","World","Primary Energy|Gas","EJ/yr",107.073332811443,"","","","","",132.410225821869,"",146.424462122729,"",123.749031243553
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_cost100","World","Secondary Energy|Electricity|Biomass","EJ/yr",2.01613277367427,"","","","","",3.628642454112081,"",2.63865180250877,"",4.54473699266199
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_cost100","World","Secondary Energy|Electricity","EJ/yr",88.69697575105248,"","","","","",120.006832247995,"",175.66019777363,"",235.08377765917
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_cost100","World","Secondary Energy|Electricity|Coal","EJ/yr",26.3173826580904,"","","","","",2.59505987161997,"",1.30222106672451,"",0.6993229294046871
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_cost100","World","Primary Energy|Oil","EJ/yr",216.135566644146,"","","","","",125.751445571885,"",61.1387171948767,"",22.6728452964643
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_cost100","World","Primary Energy","EJ/yr",556.014547230373,"","","","","",480.937827418076,"",510.6413775901821,"",565.6002184446389
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_cost100","World","Primary Energy|Coal","EJ/yr",123.178844455007,"","","","","",24.7668550029131,"",28.5354019199934,"",34.7663745951338
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_cost100","World","Primary Energy|Non-Biomass Renewables","EJ/yr",33.7432886748684,"","","","","",80.8257289195614,"",126.20289619531,"",169.593870464022
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_cost100","World","Primary Energy|Biomass","EJ/yr",64.8612228956604,"","","","","",96.3889997981262,"",112.636319475079,"",150.660246078014
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_cost100","World","Primary Energy|Biomass|Electricity","EJ/yr",5.46084366868597,"","","","","",7.972235283118019,"",3.4781571956365,"",5.12824922813726
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_cost100","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",53708.4778638706,"","","","","",24696.7434357439,"",14559.1964024497,"",6814.422110746789
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","World","Emissions|CO2","Mt CO2/yr",39240.8915,"","","","",30526.2728,23790.7544,17645.4877,13253.857,9532.7416,6081.4463
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","World","Emissions|CH4","Mt CH4/yr",362.1547,"","","","",260.7266,213.317,176.0135,140.1222,110.2149,83.5367
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","World","Secondary Energy|Electricity|Gas","EJ/yr",25.1154,"","","","",28.8716,28.3505,19.9781,14.1633,10.9206,9.4279
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",29.4214,"","","","",50.7115,94.3845,136.8011,167.3358,197.0023,218.0176
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","World","Primary Energy|Gas","EJ/yr",129.9852,"","","","",129.2821,126.8371,102.5636,80.4288,58.53,41.942
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","World","Secondary Energy|Electricity|Biomass","EJ/yr",2.0729,"","","","",2.53,2.9177,3.0359,3.212,3.6376,4.3848
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","World","Secondary Energy|Electricity","EJ/yr",99.6659,"","","","",112.6692,141.1757,169.3582,194.7766,221.7209,241.9368
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","World","Secondary Energy|Electricity|Coal","EJ/yr",32.8221,"","","","",21.3079,6.5614,0.0369,0.0244,0.0163,0.0099
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","World","Primary Energy|Oil","EJ/yr",185.6619,"","","","",181.6328,177.3337,165.4377,146.2484,120.3876,90.0802
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","World","Primary Energy","EJ/yr",557.4826,"","","","",519.6423,511.1755,493.2144,476.9153,465.066,450.803
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","World","Primary Energy|Coal","EJ/yr",144.3853,"","","","",85.5649,35.2455,9.2028,1.6913,1.1996,0.7418
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","World","Primary Energy|Non-Biomass Renewables","EJ/yr",29.7076,"","","","",51.4873,98.795,145.9777,179.7907,212.641,236.1331
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","World","Primary Energy|Biomass","EJ/yr",59.6738,"","","","",64.1508,66.1013,63.8858,63.2557,67.7351,78.1789
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","World","Secondary Energy","EJ/yr",435.1221,"","","","",419.5404,441.2223,446.6149,437.9788,426.6223,409.5067
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","World","Primary Energy|Biomass|Electricity","EJ/yr",11.104,"","","","",15.4024,19.1533,20.1936,20.1625,19.9947,20.1853
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",54203.209,"","","","",41759.7078,33182.9353,25262.3461,19151.5836,14335.3712,9883.0761
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","Japan","Emissions|CO2","Mt CO2/yr",1133.827,"","","","",771.5417,487.6431,290.1579,178.3475,112.4619,61.1856
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","Japan","Emissions|CH4","Mt CH4/yr",1.2543,"","","","",0.789,0.6724,0.6259,0.5647,0.5243,0.4927
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","Japan","Secondary Energy|Electricity|Gas","EJ/yr",1.2427,"","","","",0.926,0.6025,0.1966,0.1137,0.111,0.1045
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","Japan","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",0.7521,"","","","",1.0537,1.5323,2.0104,2.3635,2.5825,2.6968
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","Japan","Primary Energy|Gas","EJ/yr",4.1414,"","","","",3.3235,2.5157,1.4931,0.8536,0.6023,0.4265
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","Japan","Secondary Energy|Electricity|Biomass","EJ/yr",0.2287,"","","","",0.3512,0.411,0.4034,0.3926,0.3767,0.352
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","Japan","Secondary Energy|Electricity","EJ/yr",3.7265,"","","","",3.2851,3.2611,3.3082,3.6079,3.7244,3.7091
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","Japan","Secondary Energy|Electricity|Coal","EJ/yr",0.94,"","","","",0.3073,0.0529,0.0018,0.0013,0.0009,0.0006
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","Japan","Primary Energy|Oil","EJ/yr",7.7061,"","","","",6.451,4.8913,3.6115,2.599,1.8598,1.3003
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","Japan","Primary Energy","EJ/yr",17.5298,"","","","",14.034,11.4766,9.4643,8.3006,7.6094,7.0211
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","Japan","Primary Energy|Coal","EJ/yr",3.982,"","","","",1.5921,0.3939,0.0807,0.0649,0.0538,0.0274
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","Japan","Primary Energy|Non-Biomass Renewables","EJ/yr",0.7641,"","","","",1.0817,1.5964,2.1038,2.4711,2.7002,2.8214
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","Japan","Primary Energy|Biomass","EJ/yr",0.6874,"","","","",1.1558,1.4839,1.5124,1.6169,1.7888,1.946
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","Japan","Secondary Energy","EJ/yr",12.9171,"","","","",11.0231,9.589,8.2384,7.2299,6.5629,5.9612
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","Japan","Primary Energy|Biomass|Electricity","EJ/yr",0.5919,"","","","",0.9268,1.1064,1.0862,1.0549,1.0068,0.9353
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-PkBudg1000","Japan","Emissions|Kyoto Gases","Mt CO2-equiv/yr",1283.1556,"","","","",877.6061,567.8341,350.7873,219.0929,148.9765,93.7598
"GCAM 4.2","SSP1-19","World","Emissions|CO2","Mt CO2/yr",37684.3597285529,"","","","","",19308.1325819191,"",10579.8873103986,"",3262.70440090115
"GCAM 4.2","SSP1-19","World","Emissions|CH4","Mt CH4/yr",342.13504245,"","","","","",277.940392289,"",256.748981525,"",222.866170854
"GCAM 4.2","SSP1-19","World","Secondary Energy|Electricity|Gas","EJ/yr",25.8373719988,"","","","","",30.318270552,"",34.286130198,"",33.106433402
"GCAM 4.2","SSP1-19","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",23.756244957,"","","","","",47.75470505600001,"",89.19171444700001,"",145.436481047
"GCAM 4.2","SSP1-19","World","Primary Energy|Gas","EJ/yr",140.414436,"","","","","",173.555503,"",198.029067,"",190.619424
"GCAM 4.2","SSP1-19","World","Secondary Energy|Electricity|Biomass","EJ/yr",1.3261123655,"","","","","",2.981616282,"",5.149073172,"",8.048283942000001
"GCAM 4.2","SSP1-19","World","Secondary Energy|Electricity","EJ/yr",102.77999740496,"","","","","",124.98704814962,"",158.5823381596,"",204.2337708841
"GCAM 4.2","SSP1-19","World","Secondary Energy|Electricity|Coal","EJ/yr",41.5074022918,"","","","","",34.1078229451,"",20.728679087,"",8.8782461381
"GCAM 4.2","SSP1-19","World","Primary Energy|Oil","EJ/yr",182.1744955,"","","","","",177.602372,"",177.1802073,"",166.3814566
"GCAM 4.2","SSP1-19","World","Primary Energy","EJ/yr",588.1354273072,"","","","","",619.8683877269999,"",646.202973256,"",648.717598189
"GCAM 4.2","SSP1-19","World","Primary Energy|Coal","EJ/yr",174.9337382,"","","","","",127.975256,"",79.7077364,"",37.70604520000001
"GCAM 4.2","SSP1-19","World","Primary Energy|Non-Biomass Renewables","EJ/yr",23.756244958,"","","","","",47.75470505600001,"",89.19171444700001,"",145.436481052
"GCAM 4.2","SSP1-19","World","Primary Energy|Biomass","EJ/yr",57.905044882,"","","","","",84.797829638,"",94.637960508,"",101.302671107
"GCAM 4.2","SSP1-19","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",49680.3369079847,"","","","","",41576.8434583036,"",35451.1592266668,"",26338.0861689652
"MESSAGEix-GLOBIOM_1.2","COV_SelfReliance_550","World","Emissions|CO2","Mt CO2/yr",41367.3701319952,38770.0066046092,35433.2569250226,32956.0125944338,30759.8120506361,29353.5982142192,17545.5259691056,11560.5559917164,7267.91991628319,4042.70399633361,1479.96651618973
"MESSAGEix-GLOBIOM_1.2","COV_SelfReliance_550","World","Emissions|CH4","Mt CH4/yr",342.912110677711,311.154602815487,294.332151829489,282.646097506106,272.174931385698,266.151944879767,218.079397192666,196.591541411569,177.416955321244,161.000136651659,146.297695418836
"MESSAGEix-GLOBIOM_1.2","COV_SelfReliance_550","World","Secondary Energy|Electricity|Gas","EJ/yr",23.5235070597513,27.6560249408594,29.7116533389294,30.1344458292378,29.9241007727766,29.0324384549782,17.195502733658,7.90417159481607,10.4230171708676,14.094267406041,18.1527276502348
"MESSAGEix-GLOBIOM_1.2","COV_SelfReliance_550","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",22.50483972365458,27.61931733834151,32.02411143199465,36.42179417676032,41.57896910339972,47.23053718323349,94.88449415653348,135.3058209897826,163.9387076460057,192.0479399547837,214.1999423160736
"MESSAGEix-GLOBIOM_1.2","COV_SelfReliance_550","World","Primary Energy|Gas","EJ/yr",125.698199708708,133.694432736513,135.583072131219,135.014493053171,134.232983607237,131.355452369418,101.444974045677,80.7279862158576,77.0081506089015,81.5913271606085,91.4702226568842
"MESSAGEix-GLOBIOM_1.2","COV_SelfReliance_550","World","Secondary Energy|Electricity|Biomass","EJ/yr",0.954043355634421,1.10540253166624,1.13200970263299,1.21230676904985,1.20199384377876,0.422680545926957,0.270098021076338,0.597366435353313,1.20109393005275,1.92414385644064,2.35407621402684
"MESSAGEix-GLOBIOM_1.2","COV_SelfReliance_550","World","Secondary Energy|Electricity","EJ/yr",92.14660615468,95.250307682008,95.9418009856653,97.5902025210427,100.148707031282,103.651736739698,132.232223404372,167.906162469198,205.943848770289,246.26484269833,283.598499621583
"MESSAGEix-GLOBIOM_1.2","COV_SelfReliance_550","World","Secondary Energy|Electricity|Coal","EJ/yr",34.2637129420539,26.9677651417699,20.3636600875196,16.667387930487,13.9408114578618,12.8267227215639,1.94084598177032,0.968751815090138,0.402630615827831,0.142554529483294,0.137890938935073
"MESSAGEix-GLOBIOM_1.2","COV_SelfReliance_550","World","Primary Energy|Oil","EJ/yr",177.818757008134,182.3960666303,177.186548409888,171.718421674316,165.392728237257,160.673971855396,123.470720936518,93.4792541558247,68.3194670594266,45.1383284245042,27.1241183989439
"MESSAGEix-GLOBIOM_1.2","COV_SelfReliance_550","World","Primary Energy","EJ/yr",548.738476333118,544.784555692764,525.747709486157,517.817766337295,510.493517001298,492.127883207867,448.678450116283,441.758093436108,449.112421479458,472.699105822454,505.285285307749
"MESSAGEix-GLOBIOM_1.2","COV_SelfReliance_550","World","Primary Energy|Coal","EJ/yr",144.876895525554,116.473863477297,91.2641205216001,76.858134176463,65.9327716543043,60.2446274992541,23.0012327924718,14.2740051505668,10.1107569273757,8.23181272974642,7.02362677553939
"MESSAGEix-GLOBIOM_1.2","COV_SelfReliance_550","World","Primary Energy|Non-Biomass Renewables","EJ/yr",30.38904474019866,37.27619713330706,43.40194604614098,49.30916123064934,56.03616531076194,63.10527981486749,117.1434400636641,162.9965429781536,195.7241862322737,227.8357743041516,253.627648955383
"MESSAGEix-GLOBIOM_1.2","COV_SelfReliance_550","World","Primary Energy|Biomass","EJ/yr",60.4025694,64.78839564,67.4461587367232,73.4248505389768,76.7253743039035,63.8353496940886,66.4074897218154,68.0244665326238,69.7933092801573,74.3827305503887,80.2349544317067
"MESSAGEix-GLOBIOM_1.2","COV_SelfReliance_550","World","Secondary Energy","EJ/yr",89.7409117538739,87.6966015742582,84.4575267623619,82.7199452610928,80.2576561463057,77.4513428213246,67.5363918549416,57.2943622123054,48.0902719654446,40.2105251653788,32.7942428909916
"MESSAGEix-GLOBIOM_1.2","COV_SelfReliance_550","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",54201.2491704216,50720.6815279891,46958.6629560893,44191.6265636758,41726.4651818562,39598.0425145384,26448.0648161498,19831.2524270859,14958.3009655248,11241.7191741222,8256.0355776234
"REMIND 1.7","CEMICS-1.5-CDR12","World","Emissions|CO2","Mt CO2/yr",45912.1453,"","","","",34806.82,21833.63,9872.668,2026.83,-2386.042,-4138.433
"REMIND 1.7","CEMICS-1.5-CDR12","World","Emissions|CH4","Mt CH4/yr",404.2283,"","","","",322.9083,263.1263,240.1074,229.5968,222.3753,213.0524
"REMIND 1.7","CEMICS-1.5-CDR12","World","Secondary Energy|Electricity|Gas","EJ/yr",29.2896,"","","","",25.8927,15.5647,6.1793,0.9262,0.4846,0.3973
"REMIND 1.7","CEMICS-1.5-CDR12","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",27.8269,"","","","",46.983,84.9467,136.9449,192.6026,245.0669,291.3049
"REMIND 1.7","CEMICS-1.5-CDR12","World","Primary Energy|Gas","EJ/yr",150.4779,"","","","",120.4573,84.3098,63.323,55.9951,61.9938,69.6372
"REMIND 1.7","CEMICS-1.5-CDR12","World","Secondary Energy|Electricity|Biomass","EJ/yr",1.1714,"","","","",1.2595,1.2215,1.1039,0.9131,0.655,0.401
"REMIND 1.7","CEMICS-1.5-CDR12","World","Secondary Energy|Electricity","EJ/yr",102.7867,"","","","",107.1822,126.2709,165.7548,219.2819,274.5191,322.2504
"REMIND 1.7","CEMICS-1.5-CDR12","World","Secondary Energy|Electricity|Coal","EJ/yr",34.0913,"","","","",21.472,10.0502,2.8149,1.6768,1.9745,2.0403
"REMIND 1.7","CEMICS-1.5-CDR12","World","Primary Energy|Oil","EJ/yr",187.5331,"","","","",184.6049,174.3925,157.2853,128.0681,95.1311,72.7703
"REMIND 1.7","CEMICS-1.5-CDR12","World","Primary Energy","EJ/yr",609.8713,"","","","",540.4485,487.4384,499.8866,557.754,617.9949,669.6566
"REMIND 1.7","CEMICS-1.5-CDR12","World","Primary Energy|Coal","EJ/yr",172.7687,"","","","",106.2824,46.655,12.4872,7.1298,7.287999999999998,6.9979
"REMIND 1.7","CEMICS-1.5-CDR12","World","Primary Energy|Non-Biomass Renewables","EJ/yr",28.3421,"","","","",48.5883,92.7972,158.9703,233.1335,304.0773,367.2658
"REMIND 1.7","CEMICS-1.5-CDR12","World","Primary Energy|Biomass","EJ/yr",61.8924,"","","","",69.967,75.9032,91.1263,113.6689,127.7728,130.3261
"REMIND 1.7","CEMICS-1.5-CDR12","World","Primary Energy|Biomass|Electricity","EJ/yr",3.5308,"","","","",3.7416,3.623999999999999,3.2495,2.6451,1.8365,1.0666
"REMIND 1.7","CEMICS-1.5-CDR12","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",62170.2981,"","","","",47673.97,32624.3,19812.46,11567.08,6964.576999999997,4914.305
"WITCH-GLOBIOM 3.1","SSP4-19","World","Emissions|CO2","Mt CO2/yr",39253.0014906949,"","","","","",12740.2119523879,"",9285.98418790375,"",4192.56193177157
"WITCH-GLOBIOM 3.1","SSP4-19","World","Emissions|CH4","Mt CH4/yr",386.122846523988,"","","","","",194.675622231586,"",165.167122355457,"",143.463186611658
"WITCH-GLOBIOM 3.1","SSP4-19","World","Secondary Energy|Electricity|Gas","EJ/yr",17.1543287412577,"","","","","",2.79887595524762,"",3.781802177203371,"",4.21601806373712
"WITCH-GLOBIOM 3.1","SSP4-19","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",19.6277975672951,"","","","","",76.9912674936862,"",112.413519999894,"",180.859460970515
"WITCH-GLOBIOM 3.1","SSP4-19","World","Primary Energy|Gas","EJ/yr",132.246489332563,"","","","","",30.9066726908005,"",26.1433741658637,"",21.5999428392145
"WITCH-GLOBIOM 3.1","SSP4-19","World","Secondary Energy|Electricity|Biomass","EJ/yr",2.35724326075425,"","","","","",5.35822279908813,"",11.334251517921,"",20.5857448085614
"WITCH-GLOBIOM 3.1","SSP4-19","World","Secondary Energy|Electricity","EJ/yr",103.428770778339,"","","","","",120.286296051054,"",161.842549365098,"",236.355623993727
"WITCH-GLOBIOM 3.1","SSP4-19","World","Secondary Energy|Electricity|Coal","EJ/yr",41.4112379960062,"","","","","",0.2016527276600319,"",0.303556514116214,"",0.202830798927792
"WITCH-GLOBIOM 3.1","SSP4-19","World","Primary Energy|Oil","EJ/yr",206.506773576011,"","","","","",121.030921384954,"",98.420575577743,"",57.5555608445064
"WITCH-GLOBIOM 3.1","SSP4-19","World","Primary Energy","EJ/yr",567.629497395978,"","","","","",358.664350093006,"",382.779244184497,"",421.3250948202381
"WITCH-GLOBIOM 3.1","SSP4-19","World","Primary Energy|Coal","EJ/yr",149.224572146695,"","","","","",42.3249673533411,"",42.5585208636406,"",42.3043083225268
"WITCH-GLOBIOM 3.1","SSP4-19","World","Primary Energy|Non-Biomass Renewables","EJ/yr",19.6277975672951,"","","","","",76.9912674936862,"",112.413519999894,"",180.859460970515
"WITCH-GLOBIOM 3.1","SSP4-19","World","Primary Energy|Biomass","EJ/yr",40.5362000557414,"","","","","",47.65527771179909,"",64.0865209177205,"",83.2699588780926
"WITCH-GLOBIOM 3.1","SSP4-19","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",53108.3840572922,"","","","","",21150.91559399591,"",16654.4822806799,"",10636.4075629357
